1440,porta westfalica
1441,pößneck
1442,potsdam
1443,pottenstein
1444,preetz
1445,premnitz
1446,prenzlau
1447,pressath
1448,prettin
1449,pretzsch
1450,preußisch oldendorf
1451,prichsenstadt
1452,pritzwalk
1453,prüm
1454,pulheim
1455,pulsnitz
1456,putbus
1457,putlitz
1458,püttlingen 
1459,quakenbrück
1460,quedlinburg     
1461,querfurt        
1462,quickborn 
1463,rabenau
1464,radeberg
1465,radebeul
1466,radeburg
1467,radegast
1468,radevormwald
1469,radolfzell am bodensee
1470,raguhn
1471,rahden
1472,rain
1473,ramstein-miesenbach
1474,ranis
1475,ransbach-baumbach
1476,rastatt
1477,rastenberg
1478,rathenow
1479,ratingen
1480,ratzeburg
1481,rauenberg
1482,raunheim
1483,rauschenberg
1484,ravensburg
1485,ravenstein
1486,recklinghausen
1487,rees
1488,regen
1489,regensburg
1490,regis-breitingen
1491,rehau
1492,rehburg-loccum
1493,rehna
1494,reichelsheim
1495,reichenbach im vogtland
1496,reichenbach o l
1497,reinbek
1498,reinfeld
1499,reinheim
1500,remagen
1501,remda-teichel
1502,remscheid
1503,remseck am neckar
1504,renchen
1505,rendsburg
1506,rennerod
1507,renningen
1508,rerik
1509,rethem
1510,reutlingen
1511,rheda-wiedenbrück
1512,rhede
1513,rheinau
1514,rheinbach
1515,rheinberg
1516,rheine
1517,rheinfelden
1518,rheinsberg
1519,rheinstetten
1520,rhens
1521,rhinow
1522,ribnitz-damgarten
1523,richtenberg
1524,riedenburg
1525,riedlingen
1526,rieneck
1527,riesa
1528,rietberg
1529,rinteln
1530,röbel müritz
1531,rochlitz
1532,rockenhausen
1533,rodalben
1534,rodenberg
1535,rödental
1536,rödermark
1537,rodewisch
1538,rodgau
1539,roding
1540,römhild
1541,romrod
1542,ronneburg
1543,ronnenberg
1544,rosbach vor der höhe
1545,rosenfeld
1546,rosenheim
1547,rosenthal
1548,rösrath
1549,roßlau
1550,roßleben
1551,roßwein
1552,rostock
1553,rotenburg an der fulda
1554,rotenburg
1555,roth
1556,rötha
1557,röthenbach an der pegnitz
1558,rothenburg o l
1559,rothenburg ob der tauber
1560,rothenfels
1561,rottenburg am neckar
1562,rottenburg a d laaber
1563,röttingen
1564,rottweil
1565,rötz
1566,rüdesheim am rhein
1567,rudolstadt
1568,ruhla
1569,ruhland
1570,runkel
1571,rüsselsheim
1572,rüthen 
1573,saalburg-ebersdorf
1574,saalfeld saale
1575,saarbrücken
1576,saarburg
1577,saarlouis
1578,sachsenhagen
1579,sachsenheim
1580,salzgitter
1581,salzkotten
1582,salzwedel
1583,sandau
1584,sandersleben
1585,sangerhausen
1586,sankt andreasberg
1587,sankt augustin
1588,sankt goar
1589,sankt goarshausen
1590,sarstedt
1591,sassenberg
1592,sassnitz
1593,sayda
1594,schafstädt
1595,schalkau
1596,schauenstein
1597,scheer
1598,scheibenberg
1599,scheinfeld
1600,schelklingen
1601,schenefeld
1602,scheßlitz
1603,schieder-schwalenberg
1604,schifferstadt
1605,schildau
1606,schillingsfürst
1607,schiltach
1608,schirgiswalde
1609,schkeuditz
1610,schkölen
1611,schleiden
1612,schleiz
1613,schleswig
1614,schlettau
1615,schleusingen
1616,schlieben
1617,schlitz
1618,schloß holte-stukenbrock
1619,schlotheim
1620,schlüchtern
1621,schlüsselfeld
1622,schmalkalden
1623,schmallenberg
1624,schmölln
1625,schnackenburg
1626,schnaittenbach
1627,schneeberg
1628,schneverdingen
1629,schömberg
1630,schönau
1631,schönau im schwarzwald
1632,schönberg
1633,schönebeck
1634,schöneck vogtl 
1635,schönewalde
1636,schongau
1637,schöningen
1638,schönsee
1639,schönwald       
1640,schopfheim
1641,schöppenstedt
1642,schorndorf
1643,schortens
1644,schotten
1645,schramberg
1646,schraplau
1647,schriesheim
1648,schrobenhausen
1649,schrozberg
1650,schüttorf
1651,schwaan
1652,schwabach
1653,schwäbisch gmünd
1654,schwäbisch hall
1655,schwabmünchen
1656,schwaigern
1657,schwalbach am taunus
